Word,Frequency
since,58
lead,17
confusion,1
whether,9
given,14
quantity,4
expressed,8
newtonmeters,1
torque,4
quantity,4
energy,24
tradition,15
leaving,12
sock,9
come,72
stockings,1
fireplace,1
mantel,1
tradition,15
leaving,12
sock,9
come,72
a,111
christmas,13
stocking,7
hung,5
bedpost,1
tradition,15
leaving,12
sock,9
come,72
a,111
christmas,13
stocking,7
empty,1
sock,9
sockshaped,1
bag,2
hung,5
christmas,13
eve,1
santa,4
claus,3
father,23
christmas,13
fill,2
small,15
toys,2
candy,2
fruit,3
coins,2
small,15
gifts,1
arrives,1
tradition,15
leaving,12
sock,9
come,72
these,21
small,15
items,4
often,42
referred,21
stocking,7
stuffers,1
stocking,7
fillers,1
tradition,15
leaving,12
sock,9
come,72
in,210
christmas,13
stories,8
contents,2
christmas,13
stocking,7
toys,2
child,11
receives,4
christmas,13
santa,4
claus,3
stories,8
tradition,15
presents,3
also,166
wrapped,1
wrapping,1
paper,6
placed,6
christmas,13
tree,12
tradition,15
leaving,12
sock,9
come,72
tradition,15
western,31
culture,17
threatens,1
child,11
behaves,1
badly,1
year,100
receive,6
piece,2
coal,2
tradition,15
leaving,12
sock,9
come,72
however,31
coal,2
rarely,4
ever,9
left,9
stocking,7
considered,28
cruel,1
tradition,15
leaving,12
sock,9
come,72
some,14
people,127
even,13
put,5
christmas,13
stocking,7
bedposts,1
santa,4
claus,3
fill,2
bed,1
sleep,1
year,100
john,49
adams,39
become,65
president,71
john,49
adams,39
october,22
os,12
october,22
july,27
second,48
president,71
united,176
states,222
earlier,12
served,23
first,238
vice,7
president,71
united,176
states,222
year,100
john,49
adams,39
become,65
president,71
an,18
american,137
founding,6
father,23
statesman,1
diplomat,4
leading,13
advocate,2
american,137
independence,9
great,22
britain,10
year,100
john,49
adams,39
become,65
president,71
well,63
educated,1
enlightenment,3
political,29
theorist,2
promoted,6
republicanism,3
wrote,21
prolifically,1
often,42
seminal,1
ideas,3
published,9
works,29
letters,2
wife,9
key,10
adviser,1
abigail,2
well,63
founding,6
fathers,5
year,100
john,49
adams,39
become,65
president,71
adams,39
came,10
prominence,3
early,38
stages,4
american,137
revolution,12
year,100
john,49
adams,39
become,65
president,71
a,111
lawyer,5
public,48
figure,5
boston,8
delegate,1
massachusetts,11
continental,7
congress,40
played,30
leading,13
role,24
persuading,1
congress,40
declare,3
independence,9
year,100
john,49
adams,39
become,65
president,71
he,98
assisted,5
thomas,9
jefferson,40
drafting,1
declaration,3
independence,9
primary,39
advocate,2
congress,40
year,100
john,49
adams,39
become,65
president,71
later,46
diplomat,4
europe,19
helped,6
negotiate,2
eventual,2
peace,4
treaty,3
great,22
britain,10
responsible,14
obtaining,2
vital,1
governmental,3
loans,1
amsterdam,2
bankers,2
year,100
john,49
adams,39
become,65
president,71
a,111
political,29
theorist,2
historian,1
adams,39
largely,11
wrote,21
massachusetts,11
constitution,31
together,22
earlier,12
thoughts,2
government,54
influenced,5
american,137
political,29
thought,4
year,100
john,49
adams,39
become,65
president,71
one,163
greatest,19
roles,17
judge,6
character,6
nominated,11
george,44
washington,68
commanderinchief,4
years,62
later,46
nominated,11
john,49
marshall,1
chief,11
justice,9
united,176
states,222
year,100
john,49
adams,39
become,65
president,71
adams,39
revolutionary,10
credentials,2
secured,2
two,84
terms,14
george,44
washington,68
s,494
vice,7
president,71
election,20
second,48
president,71
year,100
john,49
adams,39
become,65
president,71
during,18
one,163
term,34
encountered,2
ferocious,2
attacks,9
jeffersonian,1
republicans,2
well,63
dominant,4
faction,2
federalist,2
party,55
led,28
bitter,4
enemy,1
alexander,2
hamilton,3
year,100
john,49
adams,39
become,65
president,71
adams,39
signed,8
controversial,6
alien,2
sedition,2
acts,16
built,24
army,20
navy,6
especially,12
face,5
undeclared,1
naval,4
war,118
called,47
quasiwar,1
france,47
year,100
john,49
adams,39
become,65
president,71
the,648
major,56
accomplishment,2
presidency,10
peaceful,4
resolution,4
conflict,4
face,5
hamilton,3
s,494
opposition,6
year,100
john,49
adams,39
become,65
president,71
in,210
adams,39
defeated,7
reelection,2
thomas,9
jefferson,40
retired,4
massachusetts,11
year,100
john,49
adams,39
become,65
president,71
he,98
later,46
resumed,1
friendship,2
jefferson,40
year,100
john,49
adams,39
become,65
president,71
he,98
wife,9
abigail,2
adams,39
founded,8
accomplished,2
family,31
line,18
politicians,1
diplomats,1
historians,13
referred,21
adams,39
political,29
family,31
year,100
john,49
adams,39
become,65
president,71
adams,39
father,23
john,49
quincy,1
adams,39
sixth,5
president,71
united,176
states,222
year,100
john,49
adams,39
become,65
president,71
his,24
achievements,2
received,21
greater,10
recognition,2
modern,26
times,69
though,18
contributions,5
initially,6
celebrated,5
founders,1
year,100
john,49
adams,39
become,65
president,71
adams,39
first,238
us,130
president,71
reside,4
building,33
eventually,7
became,52
known,138
white,15
house,15
year,100
jf,16
rutherford,22
die,72
joseph,3
franklin,3
rutherford,22
november,27
january,24
also,166
known,138
judge,6
rutherford,22
second,48
president,71
incorporated,6
watch,5
tower,30
bible,10
tract,1
society,12
year,100
jf,16
rutherford,22
die,72
he,98
played,30
primary,39
role,24
organization,16
doctrinal,2
development,19
jehovah,3
s,494
witnesses,3
emerged,5
bible,10
student,6
movement,14
established,24
charles,3
taze,2
russell,2
year,100
jf,16
rutherford,22
die,72
rutherford,22
began,42
career,24
law,52
working,8
court,20
stenographer,1
trial,9
lawyer,5
prosecutor,1
year,100
jf,16
rutherford,22
die,72
he,98
developed,15
interest,5
doctrines,1
watch,5
tower,30
society,12
president,71
charles,3
taze,2
russell,2
led,28
joining,3
bible,10
student,6
movement,14
baptized,1
year,100
jf,16
rutherford,22
die,72
he,98
appointed,5
legal,14
counsel,2
watch,5
tower,30
society,12
well,63
traveling,2
representative,4
prior,3
election,20
president,71
year,100
jf,16
rutherford,22
die,72
his,24
early,38
presidency,10
marked,9
dispute,3
society,12
s,494
board,56
directors,22
four,53
seven,15
members,25
accused,2
autocratic,1
behavior,3
sought,4
reduce,7
powers,12
year,100
jf,16
rutherford,22
die,72
the,648
resulting,10
leadership,4
crisis,7
divided,12
bible,10
student,6
community,6
contributed,15
loss,4
oneseventh,1
adherents,4
thousands,7
year,100
jf,16
rutherford,22
die,72
rutherford,22
seven,15
watch,5
tower,30
executives,1
imprisoned,1
charges,21
laid,2
publication,1
the,648
finished,6
mystery,1
book,43
deemed,2
seditious,1
opposition,6
world,177
war,118
i,44
year,100
jf,16
rutherford,22
die,72
rutherford,22
introduced,8
many,394
organizational,2
doctrinal,2
changes,14
helped,6
shape,3
beliefs,3
practices,4
jehovah,3
s,494
witnesses,3
year,100
jf,16
rutherford,22
die,72
he,98
imposed,3
centralized,1
administrative,7
structure,13
worldwide,21
bible,10
student,6
movement,14
later,46
called,47
theocracy,1
requiring,2
adherents,4
distribute,1
literature,13
via,12
door,2
door,2
preaching,1
provide,7
regular,6
reports,10
activity,5
year,100
jf,16
rutherford,22
die,72
he,98
also,166
instituted,2
training,4
programs,7
public,48
speaking,4
part,95
weekly,3
meetings,1
worship,2
year,100
jf,16
rutherford,22
die,72
he,98
established,24
date,13
christ,6
s,494
invisible,1
return,10
asserted,2
christ,6
died,44
tree,12
rather,10
cross,6
formulated,1
current,42
witness,1
concept,8
armageddon,1
god,12
s,494
war,118
wicked,1
reinforced,1
belief,3
start,19
christ,6
s,494
millennial,1
reign,6
imminent,1
year,100
jf,16
rutherford,22
die,72
he,98
condemned,2
observance,2
traditional,7
celebrations,1
christmas,13
birthdays,1
saluting,1
national,80
flags,1
singing,2
national,80
anthems,1
year,100
jf,16
rutherford,22
die,72
he,98
introduced,8
name,102
jehovah,3
s,494
witnesses,3
term,34
kingdom,28
hall,8
houses,3
worship,2
year,100
jf,16
rutherford,22
die,72
he,98
wrote,21
twentyone,1
books,9
credited,4
society,12
distribution,4
almost,7
million,53
books,9
booklets,1
year,100
jf,16
rutherford,22
die,72
despite,13
significant,11
decreases,7
s,494
overall,3
membership,3
increased,5
sixfold,1
end,27
rutherford,22
s,494
years,62
president,71
shot,22
cent,20
curtis,1
james,17
jackson,11
iii,2
born,66
july,27
better,12
known,138
stage,19
name,102
cent,20
american,137
rapper,6
entrepreneur,2
investor,4
actor,32
shot,22
cent,20
he,98
rose,5
fame,11
release,17
albums,19
get,56
rich,9
die,72
tryin,4
the,648
massacre,2
shot,22
cent,20
his,24
album,57
get,56
rich,9
die,72
tryin,4
certified,4
eight,11
times,69
platinum,5
riaa,1
shot,22
cent,20
born,66
south,43
jamaica,1
queens,1
new,98
york,31
city,117
jackson,11
began,42
drug,5
dealing,2
age,20
twelve,4
s,494
crack,1
epidemic,1
shot,22
cent,20
after,22
leaving,12
drug,5
dealing,2
pursue,2
rap,4
career,24
shot,22
struck,1
nine,5
bullets,1
incident,3
shot,22
cent,20
after,22
releasing,1
album,57
guess,1
who,82
s,494
back,15
shot,22
cent,20
jackson,11
discovered,21
rapper,6
eminem,3
signed,8
interscope,1
records,16
shot,22
cent,20
with,18
help,5
eminem,3
dr,5
dre,4
produced,19
first,238
major,56
commercial,5
successes,3
jackson,11
became,52
one,163
world,177
s,494
highest,43
selling,3
rappers,5
shot,22
cent,20
in,210
founded,8
record,32
label,7
gunit,2
records,16
signed,8
several,33
successful,12
rappers,5
young,9
buck,3
lloyd,1
banks,7
tony,2
yayo,1
shot,22
cent,20
jackson,11
engaged,1
feuds,1
rappers,5
including,56
ja,1
rule,16
nas,1
fat,4
joe,14
jadakiss,1
camron,1
puff,1
daddy,1
rick,1
ross,1
former,19
gunit,2
members,25
the,648
game,31
young,9
buck,3
shot,22
cent,20
he,98
also,166
pursued,1
acting,8
career,24
appearing,5
semiautobiographical,1
film,79
get,56
rich,9
die,72
tryin,4
iraq,4
war,118
film,79
home,41
brave,1
righteous,1
kill,6
shot,22
cent,20
cent,20
ranked,23
sixthbest,1
artist,13
s,494
billboard,15
magazine,9
shot,22
cent,20
the,648
magazine,9
also,166
ranked,23
fourth,9
top,48
male,7
artist,13
third,25
top,48
rapper,6
behind,12
eminem,3
nelly,3
shot,22
cent,20
billboard,15
magazine,9
also,166
ranked,23
sixth,5
best,30
successful,12
hot,14
artist,13
s,494
number,50
one,163
rap,4
artist,13
s,494
shot,22
cent,20
billboard,15
ranked,23
album,57
get,56
rich,9
die,72
tryin,4
twelfth,3
best,30
album,57
s,494
album,57
the,648
massacre,2
th,86
best,30
album,57
s,494
shot,22
cent,20
cent,20
currently,19
working,8
fifth,6
studio,12
album,57
street,8
king,9
immortal,1
released,48
spring,4
am,5
fluoropentyl,1
naphthoyl,1
indole,1
research,18
chemical,8
acts,16
potent,2
nonselective,1
full,23
agonist,1
cannabinoid,1
receptor,2
it,146
part,95
am,5
series,75
cannabinoids,2
discovered,21
alexandros,1
makriyannis,1
northeastern,1
university,21
reputed,1
recreational,5
use,41
am,5
united,176
states,222
led,28
specifically,5
listed,7
proposed,11
amendment,19
controlled,2
substances,3
act,38
aiming,1
add,2
number,50
synthetic,2
drugs,5
schedule,3
i,44
there,18
anecdotal,1
reports,10
individuals,13
experiencing,2
panic,3
attacks,9
vomiting,1
doses,3
small,15
milligrams,2
as,38
dosage,1
much,92
smaller,4
synthetic,2
cannabinoids,2
users,5
may,112
accidentally,3
dose,1
much,92
convulsions,3
reported,4
doses,3
exceeding,1
milligrams,2
caution,1
taken,5
using,16
substance,3
active,11
doses,3
small,15
µg,1
micrograms,1
steep,1
doseresponse,1
curve,1
tolerance,1
builds,1
quickly,6
effects,16
as,38
november,27
reports,10
death,20
associated,7
drug,5
the,648
toxicity,1
am,5
still,18
matter,21
debate,3
may,112
long,49
term,34
side,7
effects,16
nuns,2
ran,5
french,23
hospital,8
ny,5
the,648
archdiocese,2
new,98
york,31
home,41
charitable,1
organizations,5
run,14
many,394
different,61
religious,6
orders,5
well,63
catholic,8
charities,1
archdiocese,2
nuns,2
ran,5
french,23
hospital,8
ny,5
the,648
following,32
list,43
added,5
incomplete,2
george,44
washington,68
died,44
george,44
washington,68
first,238
president,71
united,176
states,222
commanderinchief,4
continental,7
army,20
american,137
revolutionary,10
war,118
one,163
founding,6
fathers,5
united,176
states,222
george,44
washington,68
died,44
he,98
presided,3
convention,5
drafted,3
constitution,31
replaced,8
articles,2
confederation,4
established,24
position,10
president,71
george,44
washington,68
died,44
washington,68
elected,13
president,71
unanimous,2
choice,4
electors,1
served,23
two,84
terms,14
office,16
george,44
washington,68
died,44
he,98
oversaw,4
creation,5
strong,4
wellfinanced,1
national,80
government,54
maintained,4
neutrality,3
wars,7
raging,2
europe,19
suppressed,2
rebellion,1
acceptance,1
among,26
americans,19
types,34
george,44
washington,68
died,44
his,24
leadership,4
style,6
established,24
many,394
forms,26
rituals,3
government,54
used,108
since,58
using,16
cabinet,3
system,72
delivering,2
inaugural,2
address,7
george,44
washington,68
died,44
further,2
peaceful,4
transition,1
presidency,10
presidency,10
john,49
adams,39
established,24
tradition,15
continues,5
st,42
century,58
george,44
washington,68
died,44
washington,68
hailed,1
father,23
country,86
even,13
lifetime,5
george,44
washington,68
died,44
washington,68
born,66
provincial,1
gentry,1
colonial,18
virginia,14
wealthy,3
planter,1
family,31
owned,10
tobacco,1
plantations,1
slaves,15
george,44
washington,68
died,44
after,22
father,23
older,5
brother,5
died,44
young,9
washington,68
became,52
personally,1
professionally,1
attached,6
powerful,8
william,9
fairfax,1
promoted,6
career,24
surveyor,2
soldier,1
george,44
washington,68
died,44
washington,68
quickly,6
became,52
senior,2
officer,3
colonial,18
forces,9
first,238
stages,4
french,23
indian,4
war,118
george,44
washington,68
died,44
chosen,7
second,48
continental,7
congress,40
commanderinchief,4
continental,7
army,20
american,137
revolution,12
washington,68
managed,6
force,16
british,29
boston,8
defeated,7
almost,7
captured,7
later,46
year,100
lost,11
new,98
york,31
city,117
george,44
washington,68
died,44
after,22
crossing,1
delaware,1
river,18
dead,5
winter,9
defeated,7
british,29
two,84
battles,2
retook,1
new,98
jersey,3
restored,2
momentum,1
patriot,2
cause,11
george,44
washington,68
died,44
because,10
strategy,6
revolutionary,10
forces,9
captured,7
two,84
major,56
british,29
armies,2
saratoga,1
yorktown,1
george,44
washington,68
died,44
historians,13
laud,1
washington,68
selection,2
supervision,1
generals,5
encouragement,1
morale,1
ability,11
hold,10
together,22
army,20
coordination,1
state,122
governors,7
state,122
militia,4
units,3
relations,3
congress,40
attention,7
supplies,3
logistics,1
training,4
george,44
washington,68
died,44
in,210
battle,3
however,31
washington,68
repeatedly,2
outmaneuvered,1
british,29
generals,5
larger,9
armies,2
george,44
washington,68
died,44
after,22
victory,2
finalized,1
washington,68
resigned,2
commanderinchief,4
rather,10
seize,1
power,46
proving,1
opposition,6
dictatorship,2
commitment,1
american,137
republicanism,3
george,44
washington,68
died,44
dissatisfied,1
weaknesses,1
articles,2
confederation,4
washington,68
presided,3
constitutional,4
convention,5
drafted,3
united,176
states,222
constitution,31
george,44
washington,68
died,44
elected,13
unanimously,1
first,238
president,71
united,176
states,222
attempted,5
bring,2
rival,1
factions,2
together,22
unify,1
nation,28
george,44
washington,68
died,44
he,98
supported,6
alexander,2
hamilton,3
s,494
programs,7
pay,3
state,122
national,80
debt,45
implement,1
effective,4
tax,38
system,72
create,9
national,80
bank,8
despite,13
opposition,6
thomas,9
jefferson,40
george,44
washington,68
died,44
washington,68
proclaimed,2
united,176
states,222
neutral,4
wars,7
raging,2
europe,19
george,44
washington,68
died,44
he,98
avoided,1
war,118
great,22
britain,10
guaranteed,1
decade,4
peace,4
profitable,2
trade,16
securing,1
jay,1
treaty,3
despite,13
intense,20
opposition,6
jeffersonians,2
george,44
washington,68
died,44
although,32
never,8
officially,10
joining,3
federalist,2
party,55
supported,6
programs,7
george,44
washington,68
died,44
washington,68
s,494
farewell,1
address,7
influential,5
primer,1
republican,9
virtue,1
warning,4
partisanship,1
sectionalism,1
involvement,2
foreign,8
wars,7
george,44
washington,68
died,44
he,98
retired,4
presidency,10
returned,7
home,41
mount,7
vernon,1
domestic,6
life,38
managed,6
variety,14
enterprises,2
george,44
washington,68
died,44
he,98
freed,3
slaves,15
final,36
george,44
washington,68
died,44
washington,68
vision,6
great,22
powerful,8
nation,28
would,34
built,24
republican,9
lines,10
using,16
federal,88
power,46
george,44
washington,68
died,44
he,98
sought,4
use,41
national,80
government,54
preserve,1
liberty,2
improve,2
infrastructure,4
open,15
western,31
lands,2
promote,3
commerce,3
found,47
permanent,5
capital,33
reduce,7
regional,5
tensions,15
promote,3
spirit,2
american,137
nationalism,6
george,44
washington,68
died,44
at,9
death,20
washington,68
eulogized,1
first,238
war,118
first,238
peace,4
first,238
hearts,1
countrymen,1
henry,5
lee,5
george,44
washington,68
died,44
the,648
federalists,2
made,59
symbol,9
party,55
many,394
years,62
jeffersonians,2
continued,8
distrust,1
influence,8
delayed,2
building,33
washington,68
monument,3
george,44
washington,68
died,44
as,38
leader,13
first,238
successful,12
revolution,12
colonial,18
empire,50
world,177
history,28
washington,68
became,52
international,23
icon,5
liberation,1
nationalism,6
especially,12
france,47
latin,17
america,41
wiki,17
platform,19
ward,3
cunningham,2
inventor,1
wiki,17
wiki,17
platform,19
a,111
wiki,17
website,3
allows,6
users,5
add,2
modify,1
delete,1
content,7
via,12
web,16
browser,3
usually,24
using,16
simplified,1
markup,1
language,12
richtext,1
editor,1
wiki,17
platform,19
wikis,3
powered,2
wiki,17
software,20
wiki,17
platform,19
most,20
created,20
collaboratively,1
wiki,17
platform,19
wikis,3
serve,4
many,394
different,61
purposes,2
knowledge,1
management,17
notetaking,1
wiki,17
platform,19
wikis,3
community,6
websites,2
intranets,1
example,19
wiki,17
platform,19
some,14
permit,10
control,24
different,61
functions,13
levels,16
access,8
wiki,17
platform,19
for,29
example,19
editing,2
rights,17
may,112
permit,10
changing,1
adding,3
removing,1
material,8
wiki,17
platform,19
others,14
may,112
permit,10
access,8
without,22
enforcing,1
access,8
control,24
wiki,17
platform,19
other,12
rules,8
may,112
also,166
imposed,3
organize,4
content,7
wiki,17
platform,19
ward,3
cunningham,2
developer,1
first,238
wiki,17
software,20
wikiwikiweb,1
originally,15
described,9
simplest,1
online,4
database,3
could,9
possibly,4
work,27
wiki,17
platform,19
wiki,17
pronounced,3
hawaiian,2
word,8
meaning,10
fast,4
quick,1
plays,16
dumbledore,11
harry,16
potter,13
professor,2
albus,1
percival,1
wulfric,1
brian,3
dumbledore,11
major,56
character,6
protagonist,3
j,7
k,12
rowling,3
s,494
harry,16
potter,13
series,75
plays,16
dumbledore,11
harry,16
potter,13
for,29
series,75
headmaster,1
wizarding,1
school,56
hogwarts,1
plays,16
dumbledore,11
harry,16
potter,13
as,38
part,95
backstory,1
revealed,5
founder,3
leader,13
order,16
phoenix,3
organisation,2
dedicated,8
fighting,3
main,22
antagonist,2
series,75
lord,4
voldemort,1
plays,16
dumbledore,11
harry,16
potter,13
dumbledore,11
portrayed,5
richard,5
harris,2
film,79
adaptions,1
harry,16
potter,13
philosopher,2
s,494
stone,3
harry,16
potter,13
chamber,6
secrets,1
plays,16
dumbledore,11
harry,16
potter,13
after,22
harris,2
death,20
michael,10
gambon,1
portrayed,5
dumbledore,11
remaining,6
films,15
plays,16
dumbledore,11
harry,16
potter,13
rowling,3
stated,5
chose,1
name,102
dumbledore,11
early,38
modern,26
english,17
word,8
bumblebee,1
dumbledore,11
s,494
love,36
music,32
imagined,1
walking,10
around,20
humming,1
lot,1
made,59
roller,9
skates,9
people,127
roller,9
skating,2
made,59
roller,9
skates,9
roller,9
skating,2
traveling,2
surfaces,1
roller,9
skates,9
made,59
roller,9
skates,9
it,146
form,43
recreational,5
activity,5
well,63
sport,7
also,166
form,43
transportation,5
made,59
roller,9
skates,9
skates,9
generally,18
come,72
three,78
basic,5
varieties,3
quad,1
roller,9
skates,9
inline,1
skates,9
blades,1
triskates,1
though,18
experimented,1
singlewheeled,1
quintessence,1
skate,2
variations,4
basic,5
skate,2
design,7
made,59
roller,9
skates,9
in,210
america,41
hobby,1
popular,30
s,494
s,494
towns,5
near,15
great,22
falls,4
south,43
carolina,9
great,22
falls,4
town,4
chester,1
county,27
south,43
carolina,9
united,176
states,222
towns,5
near,15
great,22
falls,4
south,43
carolina,9
the,648
population,38
census,26
dungeness,5
crab,5
live,18
the,648
dungeness,5
crab,5
metacarcinus,1
magister,2
formerly,8
cancer,12
magister,2
species,15
crab,5
inhabits,1
eelgrass,1
beds,1
water,91
bottoms,1
west,29
coast,8
north,56
america,41
dungeness,5
crab,5
live,18
it,146
typically,16
grows,7
across,12
carapace,1
popular,30
seafood,1
prized,1
sweet,3
tender,2
flesh,1
dungeness,5
crab,5
live,18
its,14
common,17
name,102
comes,7
port,5
dungeness,5
washington,68
emperor,24
justinian,33
die,72
justinian,33
i,44
c,17
november,27
commonly,15
known,138
justinian,33
great,22
byzantine,2
emperor,24
emperor,24
justinian,33
die,72
during,18
reign,6
justinian,33
sought,4
revive,2
empire,50
s,494
greatness,1
reconquer,1
lost,11
western,31
half,13
classical,7
roman,22
empire,50
emperor,24
justinian,33
die,72
one,163
important,46
figures,5
late,27
antiquity,4
last,22
roman,22
emperor,24
speak,2
latin,17
first,238
language,12
justinian,33
s,494
rule,16
constitutes,2
distinct,5
epoch,1
history,28
eastern,13
roman,22
empire,50
emperor,24
justinian,33
die,72
the,648
impact,7
administration,6
extended,7
far,31
beyond,5
boundaries,3
time,86
domain,3
emperor,24
justinian,33
die,72
justinian,33
s,494
reign,6
marked,9
ambitious,1
partly,2
realized,1
renovatio,1
imperii,1
restoration,3
empire,50
emperor,24
justinian,33
die,72
because,10
restoration,3
activities,4
justinian,33
sometimes,21
called,47
last,22
roman,22
modern,26
historiography,1
emperor,24
justinian,33
die,72
this,42
ambition,1
expressed,8
partial,3
recovery,2
territories,13
defunct,4
western,31
roman,22
empire,50
emperor,24
justinian,33
die,72
his,24
general,33
belisarius,2
swiftly,1
conquered,3
vandal,1
kingdom,28
north,56
africa,17
extending,5
roman,22
control,24
atlantic,9
ocean,44
emperor,24
justinian,33
die,72
subsequently,7
belisarius,2
narses,1
generals,5
conquered,3
ostrogothic,1
kingdom,28
restoring,1
dalmatia,1
sicily,1
italy,10
rome,1
empire,50
half,13
century,58
barbarian,1
control,24
emperor,24
justinian,33
die,72
the,648
prefect,1
liberius,1
reclaimed,1
southern,21
iberia,1
establishing,4
province,2
spania,1
emperor,24
justinian,33
die,72
these,21
campaigns,2
reestablished,1
roman,22
control,24
western,31
mediterranean,3
increasing,5
empire,50
s,494
annual,10
revenue,5
million,53
solidi,1
emperor,24
justinian,33
die,72
during,18
reign,6
justinian,33
also,166
subdued,1
tzani,1
people,127
east,18
coast,8
black,10
sea,22
never,8
roman,22
rule,16
emperor,24
justinian,33
die,72
a,111
still,18
resonant,1
aspect,5
legacy,5
uniform,3
rewriting,1
roman,22
law,52
corpus,3
juris,2
civilis,1
still,18
basis,3
civil,15
law,52
many,394
modern,26
states,222
emperor,24
justinian,33
die,72
this,42
work,27
carried,7
primarily,13
quaestor,1
tribonian,1
emperor,24
justinian,33
die,72
his,24
reign,6
also,166
marked,9
blossoming,1
byzantine,2
culture,17
building,33
program,16
yielded,1
masterpieces,1
church,27
hagia,1
sophia,1
center,22
eastern,13
orthodox,7
christianity,26
many,394
centuries,10
emperor,24
justinian,33
die,72
a,111
devastating,1
outbreak,2
bubonic,1
plague,2
see,23
plague,2
justinian,33
early,38
s,494
marked,9
end,27
age,20
splendour,1
emperor,24
justinian,33
die,72
the,648
empire,50
entered,3
period,31
territorial,2
decline,3
reversed,3
th,86
century,58
emperor,24
justinian,33
die,72
procopius,1
provides,8
primary,39
source,10
history,28
justinian,33
s,494
reign,6
emperor,24
justinian,33
die,72
the,648
syriac,1
chronicle,2
john,49
ephesus,1
survive,3
used,108
source,10
later,46
chronicles,3
contributing,3
many,394
additional,5
details,3
value,5
emperor,24
justinian,33
die,72
both,7
historians,13
became,52
bitter,4
towards,3
justinian,33
empress,1
theodora,1
emperor,24
justinian,33
die,72
other,12
sources,6
include,33
histories,2
agathias,1
menander,1
protector,1
john,49
malalas,1
paschal,1
chronicle,2
chronicles,3
marcellinus,1
comes,7
victor,2
tunnuna,1
emperor,24
justinian,33
die,72
justinian,33
considered,28
saint,9
amongst,3
orthodox,7
christians,4
also,166
remembered,2
lutheran,12
church,27
november,27
song,84
ricky,12
martin,21
sing,9
grammy,15
awards,32
enrique,1
ricky,12
martín,1
morales,2
born,66
december,28
puerto,5
rican,4
pop,8
singer,14
musician,9
songwriter,11
actor,32
author,11
achieved,9
prominence,3
first,238
member,18
puerto,5
rican,4
boy,4
band,36
menudo,2
solo,12
artist,13
since,58
song,84
ricky,12
martin,21
sing,9
grammy,15
awards,32
martin,21
began,42
career,24
age,20
twelve,4
allboy,1
pop,8
group,24
menudo,2
five,32
years,62
group,24
released,48
spanishlanguage,2
solo,12
album,57
ricky,12
martin,21
song,84
ricky,12
martin,21
sing,9
grammy,15
awards,32
he,98
also,166
acted,2
stage,19
tv,20
mexico,50
becoming,9
modest,1
star,11
country,86
song,84
ricky,12
martin,21
sing,9
grammy,15
awards,32
in,210
starred,12
american,137
tv,20
soap,1
opera,1
general,33
hospital,8
playing,6
puerto,5
rican,4
singer,14
song,84
ricky,12
martin,21
sing,9
grammy,15
awards,32
in,210
several,33
albums,19
spanish,18
released,48
first,238
englishlanguage,2
album,57
also,166
titled,6
ricky,12
martin,21
included,12
livin,1
la,13
vida,2
loca,1
song,84
ricky,12
martin,21
sing,9
grammy,15
awards,32
the,648
album,57
sold,21
million,53
copies,1
brought,9
martin,21
international,23
fame,11
song,84
ricky,12
martin,21
sing,9
grammy,15
awards,32
his,24
studio,12
albums,19
include,33
me,22
amarás,1
a,111
medio,1
vivir,1
vuelve,1
sound,8
loaded,1
almas,1
del,3
silencio,1
life,38
música,1
alma,1
sexo,1
song,84
ricky,12
martin,21
sing,9
grammy,15
awards,32
martin,21
performed,20
grammy,15
awards,32
song,84
ricky,12
martin,21
sing,9
grammy,15
awards,32
he,98
sold,21
million,53
albums,19
sold,21
platinum,5
records,16
billboard,15
albums,19
hit,13
songs,11
american,137
music,32
awards,32
grammy,15
awards,32
world,177
music,32
awards,32
billboard,15
music,32
awards,32
mtv,3
music,32
video,23
awards,32
concerts,2
countries,33
across,12
globe,8
klingon,2
dish,2
klingon,2
culture,17
describes,10
customs,2
practices,4
klingons,1
fictional,4
star,11
trek,1
universe,4
mountains,13
appalachian,16
trail,23
the,648
appalachian,16
national,80
scenic,1
trail,23
generally,18
known,138
appalachian,16
trail,23
simply,6
at,9
marked,9
hiking,2
trail,23
eastern,13
united,176
states,222
extending,5
springer,1
mountain,4
georgia,3
mount,7
katahdin,1
maine,3
mountains,13
appalachian,16
trail,23
the,648
precise,1
length,11
trail,23
changes,14
time,86
trails,3
modified,3
added,5
mountains,13
appalachian,16
trail,23
the,648
total,31
length,11
approximately,16
mountains,13
appalachian,16
trail,23
the,648
trail,23
passes,2
states,222
georgia,3
north,56
carolina,9
tennessee,3
virginia,14
west,29
virginia,14
maryland,3
pennsylvania,9
new,98
jersey,3
new,98
york,31
connecticut,1
massachusetts,11
vermont,1
new,98
hampshire,2
maine,3
mountains,13
appalachian,16
trail,23
the,648
path,4
maintained,4
trail,23
clubs,16
multiple,21
partnerships,2
managed,6
national,80
park,15
service,20
nonprofit,3
appalachian,16
trail,23
conservancy,1
mountains,13
appalachian,16
trail,23
the,648
majority,9
trail,23
wilderness,1
although,32
portions,1
traverse,1
towns,5
roads,2
cross,6
rivers,2
mountains,13
appalachian,16
trail,23
the,648
appalachian,16
trail,23
famous,24
many,394
hikers,1
called,47
thruhikers,1
attempt,7
hike,1
entirety,1
single,27
season,67
mountains,13
appalachian,16
trail,23
many,394
books,9
memoirs,2
web,16
sites,4
fan,2
organizations,5
dedicated,8
